PERMNO,date,PRC
68304,20050802,104.45000
68304,20050803,105.13000
68304,20050804,103.38000
68304,20050805,101.66000
68304,20050808,101.18000
68304,20050809,101.73000
68304,20050810,102.01000
68304,20050811,102.00000
68304,20050812,99.89000
68304,20050815,101.65000
68304,20050816,100.30000
68304,20050817,99.85000
68304,20050818,99.31000
68304,20050819,100.16000
68304,20050822,100.19000
68304,20050823,100.55000
68304,20050824,99.23000
68304,20050825,99.62000
68304,20050826,99.73000
68304,20050829,100.24000
68304,20050830,99.32000
68304,20050831,100.50000
68304,20050901,103.38000
68304,20050902,103.21000
68304,20050906,105.00000
68304,20050907,104.62000
68304,20050908,103.91000
68304,20050909,104.66000
68304,20050912,105.33000
68304,20050913,104.40000
68304,20050914,105.50000
68304,20050915,102.90000
68304,20050916,104.40000
68304,20050919,104.45000
68304,20050920,103.60000
68304,20050921,102.59000
68304,20050922,103.20000
68304,20050923,104.08000
68304,20050926,104.15000
68304,20050927,106.16000
68304,20050928,106.95000
68304,20050929,108.85000
68304,20050930,109.75000
68304,20051003,109.35000
68304,20051004,107.70000
68304,20051005,106.89000
68304,20051006,106.35000
68304,20051007,105.25000
68304,20051010,104.65000
68304,20051011,103.35000
68304,20051012,101.46000
68304,20051013,101.50000
68304,20051014,103.46000
68304,20051017,104.46000
68304,20051018,104.47000
68304,20051019,106.15000
68304,20051020,103.18000
68304,20051021,103.54000
68304,20051024,105.40000
68304,20051025,104.38000
68304,20051026,103.65000
68304,20051027,102.80000
68304,20051028,105.50000
68304,20051031,105.80000
68304,20051101,104.57000
68304,20051102,106.49000
68304,20051103,107.51000
68304,20051104,108.20000
68304,20051107,108.77000
68304,20051108,107.32000
68304,20051109,107.28000
68304,20051110,110.43000
68304,20051111,111.78000
68304,20051114,111.60000
68304,20051115,110.50000
68304,20051116,110.26000
68304,20051117,113.31000
68304,20051118,112.26000
68304,20051121,113.10000
68304,20051122,113.63000
68304,20051123,114.41000
68304,20051125,114.47000
68304,20051128,112.40000
68304,20051129,112.36000
68304,20051130,110.99000
68304,20051201,112.38000
68304,20051202,112.67000
68304,20051205,113.68000
68304,20051206,112.87000
68304,20051207,111.65000
68304,20051208,111.01000
68304,20051209,111.49000
68304,20051212,112.43000
68304,20051213,111.17000
68304,20051214,110.50000
68304,20051215,116.50000
68304,20051216,117.57000
68304,20051219,115.20000
68304,20051220,117.08000
68304,20051221,116.50000
68304,20051222,117.34000
68304,20051223,117.00000
68304,20051227,116.86000
68304,20051228,116.45000
68304,20051229,116.20000
68304,20051230,115.53000
68304,20060103,116.80000
68304,20060104,116.20000
68304,20060105,115.97000
68304,20060106,117.25000
68304,20060109,117.42000
68304,20060110,119.24000
68304,20060111,121.31000
68304,20060112,119.70000
68304,20060113,120.20000
68304,20060117,120.37000
68304,20060118,119.86000
68304,20060119,122.10000
68304,20060120,119.55000
68304,20060123,121.13000
68304,20060124,121.61000
68304,20060125,122.29000
68304,20060126,124.42000
68304,20060127,125.24000
68304,20060130,125.89000
68304,20060131,126.46000
68304,20060201,127.03000
68304,20060202,127.15000
68304,20060203,127.25000
68304,20060206,128.94000
68304,20060207,127.40000
68304,20060208,128.89999
68304,20060209,127.90000
68304,20060210,127.69000
68304,20060213,126.87000
68304,20060214,129.53999
68304,20060215,131.61000
68304,20060216,133.78999
68304,20060217,133.59000
68304,20060221,133.38000
68304,20060222,136.00000
68304,20060223,134.56000
68304,20060224,135.45000
68304,20060227,136.39999
68304,20060228,134.44000
68304,20060301,134.69000
68304,20060302,135.10001
68304,20060303,135.30000
68304,20060306,133.91000
68304,20060307,131.36000
68304,20060308,131.23000
68304,20060309,131.11000
68304,20060310,132.14999
68304,20060313,131.12000
68304,20060314,134.53000
68304,20060315,134.21001
68304,20060316,133.27000
68304,20060317,132.87000
68304,20060320,134.75000
68304,20060321,133.30000
68304,20060322,136.37000
68304,20060323,137.02000
68304,20060324,138.14000
68304,20060327,139.05000
68304,20060328,137.55000
68304,20060329,139.03000
68304,20060330,138.45000
68304,20060331,138.70000
68304,20060403,138.67000
68304,20060404,141.25000
68304,20060405,142.67999
68304,20060406,143.12000
68304,20060407,141.55000
68304,20060410,143.25000
68304,20060411,140.10001
68304,20060412,141.87000
68304,20060413,141.27000
68304,20060417,143.50000
68304,20060418,146.47000
68304,20060419,147.07001
68304,20060420,146.46001
68304,20060421,146.32001
68304,20060424,144.49001
68304,20060425,142.13000
68304,20060426,143.30000
68304,20060427,145.09000
68304,20060428,142.50999
68304,20060501,138.12000
68304,20060502,140.21001
68304,20060503,139.14999
68304,20060504,138.60001
68304,20060505,142.20000
68304,20060508,141.78000
68304,20060509,141.22000
68304,20060510,140.88000
68304,20060511,137.48000
68304,20060512,134.50000
68304,20060515,133.85001
68304,20060516,133.61000
68304,20060517,130.05000
68304,20060518,130.07001
68304,20060519,131.87000
68304,20060522,128.67999
68304,20060523,127.28000
68304,20060524,128.82001
68304,20060525,132.69000
68304,20060526,134.56000
68304,20060530,132.00000
68304,20060531,133.75000
68304,20060601,136.00000
68304,20060602,137.28000
68304,20060605,134.00000
68304,20060606,134.78000
68304,20060607,135.88000
68304,20060608,135.89999
68304,20060609,136.35001
68304,20060612,131.73000
68304,20060613,123.43000
68304,20060614,124.20000
68304,20060615,131.56000
68304,20060616,131.44000
68304,20060619,130.64000
68304,20060620,132.14000
68304,20060621,135.45000
68304,20060622,135.25000
68304,20060623,134.95000
68304,20060626,136.50000
68304,20060627,133.59000
68304,20060628,135.41000
68304,20060629,139.50999
68304,20060630,140.08000
68304,20060703,142.82001
68304,20060705,140.92000
68304,20060706,142.38000
68304,20060707,139.23000
68304,20060710,139.50000
68304,20060711,138.36000
68304,20060712,135.33000
68304,20060713,134.64999
68304,20060714,132.75000
68304,20060717,132.64999
68304,20060718,133.42999
68304,20060719,137.95000
68304,20060720,136.06000
68304,20060721,133.80000
68304,20060724,137.82001
68304,20060725,136.73000
68304,20060726,136.39999
68304,20060727,136.14999
68304,20060728,141.81000
68304,20060731,141.87000
68304,20060801,139.45000
68304,20060802,141.20000
68304,20060803,142.31000
68304,20060804,145.49001
68304,20060807,143.57001
68304,20060808,142.45000
68304,20060809,139.09000
68304,20060810,140.92000
68304,20060811,137.10001
68304,20060814,134.27000
68304,20060815,138.00000
68304,20060816,139.45000
68304,20060817,141.45000
68304,20060818,140.03999
68304,20060821,139.32001
68304,20060822,139.60001
68304,20060823,138.71001
68304,20060824,136.74001
68304,20060825,135.19000
68304,20060828,133.89999
68304,20060829,129.85001
68304,20060830,128.94000
68304,20060831,130.35001
68304,20060901,129.37000
68304,20060905,131.24001
68304,20060906,128.98000
68304,20060907,128.07001
68304,20060908,128.99001
68304,20060911,129.36000
68304,20060912,133.14999
68304,20060913,136.22000
68304,20060914,139.67999
68304,20060915,137.00000
68304,20060918,135.60001
68304,20060919,135.22000
68304,20060920,139.50000
68304,20060921,136.75000
68304,20060922,137.24001
68304,20060925,139.37000
68304,20060926,141.92999
68304,20060927,139.75000
68304,20060928,139.53000
68304,20060929,140.10001
68304,20061002,142.45000
68304,20061003,146.25999
68304,20061004,147.73000
68304,20061005,147.95000
68304,20061006,147.64999
68304,20061009,147.87000
68304,20061010,149.05000
68304,20061011,147.31000
68304,20061012,150.45000
68304,20061013,151.39999
68304,20061016,151.24001
68304,20061017,150.24001
68304,20061018,151.63000
68304,20061019,150.42999
68304,20061020,150.19000
68304,20061023,151.59000
68304,20061024,153.80000
68304,20061025,153.39000
68304,20061026,153.30000
68304,20061027,149.21001
68304,20061030,152.48000
68304,20061031,151.35001
68304,20061101,148.02000
68304,20061102,148.06000
68304,20061103,146.69000
68304,20061106,149.27000
68304,20061107,148.23000
68304,20061108,148.74001
68304,20061109,144.41000
68304,20061110,147.16000
68304,20061113,150.19000
68304,20061114,151.89000
68304,20061115,153.81000
68304,20061116,154.95000
68304,20061117,154.63000
68304,20061120,154.75999
68304,20061121,156.16000
68304,20061122,158.42000
68304,20061124,158.60001
68304,20061127,151.00000
68304,20061128,154.14000
68304,20061129,153.16000
68304,20061130,152.48000
68304,20061201,151.49001
68304,20061204,155.39999
68304,20061205,157.64999
68304,20061206,158.30000
68304,20061207,157.00000
68304,20061208,158.88000
68304,20061211,159.00999
68304,20061212,157.07001
68304,20061213,155.89000
68304,20061214,159.96001
68304,20061215,163.67999
68304,20061218,164.34000
68304,20061219,164.59000
68304,20061220,165.32001
68304,20061221,163.30000
68304,20061222,162.19000
68304,20061226,162.80000
68304,20061227,164.56000
68304,20061228,163.35001
68304,20061229,162.78000
68304,20070103,162.83000
68304,20070104,162.64000
68304,20070105,162.32001
68304,20070108,164.99001
68304,20070109,165.25000
68304,20070110,168.67999
68304,20070111,170.64999
68304,20070112,171.50999
68304,20070116,170.62000
68304,20070117,171.22000
68304,20070118,169.23000
68304,20070119,169.91000
68304,20070122,169.21001
68304,20070123,166.50000
68304,20070124,169.85001
68304,20070125,164.72000
68304,20070126,164.07001
68304,20070129,162.05000
68304,20070130,162.80000
68304,20070131,164.85001
68304,20070201,165.28000
68304,20070202,166.35001
68304,20070205,165.06000
68304,20070206,166.14999
68304,20070207,166.44000
68304,20070208,163.75000
68304,20070209,159.73000
68304,20070212,157.30000
68304,20070213,160.10001
68304,20070214,165.81000
68304,20070215,167.10001
68304,20070216,167.19000
68304,20070220,169.42999
68304,20070221,168.12000
68304,20070222,166.08000
68304,20070223,161.28999
68304,20070226,158.23000
68304,20070227,152.31000
68304,20070228,152.24001
68304,20070301,151.72000
68304,20070302,147.49001
68304,20070305,144.50000
68304,20070306,149.00000
68304,20070307,149.37000
68304,20070308,152.06000
68304,20070309,151.98000
68304,20070312,153.14999
68304,20070313,142.97000
68304,20070314,145.28999
68304,20070315,148.50000
68304,20070316,145.48000
68304,20070319,147.12000
68304,20070320,147.32001
68304,20070321,152.49001
68304,20070322,150.57001
68304,20070323,152.97000
68304,20070326,151.17000
68304,20070327,148.86000
68304,20070328,147.57001
68304,20070329,151.08000
68304,20070330,150.35001
68304,20070402,148.44000
68304,20070403,150.88000
68304,20070404,150.95000
68304,20070405,150.39999
68304,20070409,149.00000
68304,20070410,147.45000
68304,20070411,147.78000
68304,20070412,148.25999
68304,20070413,147.44000
68304,20070416,153.83000
68304,20070417,153.77000
68304,20070418,157.02000
68304,20070419,157.37000
68304,20070420,156.60001
68304,20070423,157.30000
68304,20070424,157.59000
68304,20070425,158.39000
68304,20070426,157.74001
68304,20070427,157.58000
68304,20070430,155.70000
68304,20070501,155.82001
68304,20070502,155.96001
68304,20070503,156.25000
68304,20070504,157.77000
68304,20070507,155.85001
68304,20070508,153.39000
68304,20070509,155.56000
68304,20070510,153.53000
68304,20070511,156.39999
68304,20070514,153.85001
68304,20070515,150.55000
68304,20070516,149.58000
68304,20070517,148.50999
68304,20070518,149.57001
68304,20070521,151.07001
68304,20070522,151.66000
68304,20070523,152.35001
68304,20070524,147.55000
68304,20070525,146.86000
68304,20070529,148.89000
68304,20070530,150.00000
68304,20070531,149.96001
68304,20070601,153.50000
68304,20070604,152.16000
68304,20070605,149.66000
68304,20070606,148.71001
68304,20070607,144.39999
68304,20070608,147.81000
68304,20070611,148.39000
68304,20070612,146.00000
68304,20070613,149.49001
68304,20070614,149.60001
68304,20070615,150.09000
68304,20070618,147.95000
68304,20070619,146.78999
68304,20070620,143.20000
68304,20070621,145.81000
68304,20070622,143.75000
68304,20070625,139.10001
68304,20070626,139.35001
68304,20070627,143.31000
68304,20070628,144.00000
68304,20070629,140.00000
68304,20070702,143.16000
68304,20070703,143.89000
68304,20070705,144.66000
68304,20070706,144.80000
68304,20070709,143.89000
68304,20070710,137.96001
68304,20070711,138.03000
68304,20070712,142.12000
68304,20070713,142.89000
68304,20070716,140.31000
68304,20070717,139.91000
68304,20070718,139.34000
68304,20070719,138.92999
68304,20070720,134.72000
68304,20070723,134.25000
68304,20070724,129.85001
68304,20070725,129.28000
68304,20070726,124.25000
68304,20070727,123.18000
68304,20070730,127.25000
68304,20070731,121.22000
68304,20070801,118.30000
68304,20070802,115.63000
68304,20070803,108.35000
68304,20070806,113.81000
68304,20070807,116.89000
68304,20070808,121.12000
68304,20070809,114.05000
68304,20070810,110.20000
68304,20070813,109.60000
68304,20070814,106.00000
68304,20070815,103.15000
68304,20070816,116.44000
68304,20070817,118.20000
68304,20070820,116.30000
68304,20070821,117.20000
68304,20070822,114.75000
68304,20070823,116.61000
68304,20070824,117.10000
68304,20070827,112.20000
68304,20070828,108.42000
68304,20070829,107.10000
68304,20070830,106.70000
68304,20070831,108.66000
68304,20070904,114.13000
68304,20070905,108.95000
68304,20070906,107.67000
68304,20070907,105.37000
68304,20070910,107.50000
68304,20070911,107.64000
68304,20070912,110.05000
68304,20070913,114.83000
68304,20070914,117.19000
68304,20070917,115.38000
68304,20070918,119.20000
68304,20070919,115.64000
68304,20070920,115.46000
68304,20070921,117.32000
68304,20070924,112.99000
68304,20070925,114.24000
68304,20070926,123.00000
68304,20070927,121.15000
68304,20070928,122.81000
68304,20071001,125.50000
68304,20071002,128.57001
68304,20071003,128.28000
68304,20071004,127.61000
68304,20071005,131.58000
68304,20071008,126.64000
68304,20071009,127.46000
68304,20071010,125.81000
68304,20071011,124.14000
68304,20071012,123.16000
68304,20071015,120.69000
68304,20071016,123.05000
68304,20071017,120.41000
68304,20071018,119.34000
68304,20071019,116.41000
68304,20071022,117.85000
68304,20071023,116.16000
68304,20071024,113.54000
68304,20071025,111.05000
68304,20071026,116.21000
68304,20071029,114.54000
68304,20071030,112.77000
68304,20071031,113.60000
68304,20071101,107.94000
68304,20071102,102.16000
68304,20071105,99.91000
68304,20071106,102.00000
68304,20071107,96.57000
68304,20071108,97.49000
68304,20071109,96.91000
68304,20071112,95.57000
68304,20071113,100.87000
68304,20071114,103.27000
68304,20071115,99.94000
68304,20071116,99.07000
68304,20071119,94.05000
68304,20071120,93.87000
68304,20071121,91.28000
68304,20071123,94.23000
68304,20071126,91.04000
68304,20071127,95.43000
68304,20071128,99.50000
68304,20071129,98.64000
68304,20071130,99.70000
68304,20071203,98.40000
68304,20071204,93.61000
68304,20071205,92.60000
68304,20071206,98.21000
68304,20071207,100.94000
68304,20071210,105.75000
68304,20071211,100.30000
68304,20071212,100.84000
68304,20071213,98.39000
68304,20071214,95.29000
68304,20071217,94.07000
68304,20071218,92.59000
68304,20071219,90.60000
68304,20071220,91.42000
68304,20071221,89.95000
68304,20071224,88.80000
68304,20071226,89.29000
68304,20071227,87.71000
68304,20071228,87.35000
68304,20071231,88.25000
68304,20080102,85.30000
68304,20080103,83.83000
68304,20080104,78.87000
68304,20080107,76.25000
68304,20080108,71.17000
68304,20080109,74.82000
68304,20080110,77.75000
68304,20080111,79.90000
68304,20080114,81.80000
68304,20080115,77.57000
68304,20080116,79.05000
68304,20080117,74.44000
68304,20080118,72.39000
68304,20080122,77.84000
68304,20080123,87.00000
68304,20080124,87.74000
68304,20080125,87.03000
68304,20080128,91.10000
68304,20080129,91.58000
68304,20080130,88.26000
68304,20080131,89.65000
68304,20080201,92.89000
68304,20080204,91.00000
68304,20080205,86.11000
68304,20080206,82.25000
68304,20080207,83.03000
68304,20080208,80.67000
68304,20080211,79.76000
68304,20080212,78.93000
68304,20080213,80.53000
68304,20080214,78.47000
68304,20080215,82.79000
68304,20080219,80.02000
68304,20080220,83.05000
68304,20080221,82.23000
68304,20080222,85.16000
68304,20080225,86.72000
68304,20080226,86.48000
68304,20080227,87.30000
68304,20080228,84.22000
68304,20080229,79.86000
68304,20080303,77.32000
68304,20080304,77.17000
68304,20080305,75.78280
68304,20080306,69.90000
68304,20080307,70.08000
68304,20080310,62.30000
68304,20080311,62.97000
68304,20080312,61.58000
68304,20080313,57.00000
68304,20080314,30.00000
68304,20080317,4.81000
68304,20080318,5.91000
68304,20080319,5.32990
68304,20080320,5.96010
68304,20080324,11.25000
68304,20080325,10.94000
68304,20080326,11.21000
68304,20080327,11.23000
68304,20080328,10.78000
68304,20080331,10.49000
68304,20080401,10.85000
68304,20080402,10.86000
68304,20080403,10.72000
68304,20080404,10.47000
68304,20080407,10.67000
68304,20080408,10.54000
68304,20080409,10.41000
68304,20080410,10.20000
68304,20080411,10.22000
68304,20080414,10.11000
68304,20080415,9.98000
68304,20080416,10.16000
68304,20080417,10.15000
68304,20080418,10.56000
68304,20080421,10.39000
68304,20080422,10.54000
68304,20080423,10.37000
68304,20080424,10.58000
68304,20080425,10.79000
68304,20080428,10.67000
68304,20080429,10.69000
68304,20080430,10.73000
68304,20080501,11.18000
68304,20080502,10.90000
68304,20080505,10.70000
68304,20080506,10.84000
68304,20080507,10.27000
68304,20080508,10.16000
68304,20080509,10.23000
68304,20080512,10.38000
68304,20080513,10.16000
68304,20080514,10.11000
68304,20080515,10.32000
68304,20080516,10.23000
68304,20080519,10.18000
68304,20080520,9.61000
68304,20080521,9.35000
68304,20080522,9.47000
68304,20080523,9.29000
68304,20080527,9.46000
68304,20080528,9.38000
68304,20080529,9.55000
68304,20080530,9.33000
68304,20080602,
80599,20050103,87.44000
80599,20050104,85.85000
80599,20050105,86.35000
80599,20050106,88.18000
80599,20050107,88.22000
80599,20050110,88.84000
80599,20050111,89.40000
80599,20050112,89.05000
80599,20050113,88.59000
80599,20050114,89.68000
80599,20050118,90.57000
80599,20050119,89.34000
80599,20050120,88.68000
80599,20050121,88.55000
80599,20050124,88.35000
80599,20050125,88.54000
80599,20050126,88.95000
80599,20050127,89.52000
80599,20050128,89.97000
80599,20050131,91.19000
80599,20050201,91.95000
80599,20050202,91.91000
80599,20050203,92.05000
80599,20050204,93.55000
80599,20050207,92.70000
80599,20050208,93.75000
80599,20050209,93.40000
80599,20050210,94.38000
80599,20050211,94.32000
80599,20050214,93.86000
80599,20050215,93.11000
80599,20050216,92.77000
80599,20050217,91.65000
80599,20050218,89.66000
80599,20050222,88.33000
80599,20050223,90.13000
80599,20050224,90.22000
80599,20050225,92.30000
80599,20050228,91.18000
80599,20050301,92.12000
80599,20050302,91.77000
80599,20050303,91.00000
80599,20050304,93.02000
80599,20050307,93.20000
80599,20050308,93.11000
80599,20050309,91.95000
80599,20050310,93.04000
80599,20050311,92.88000
80599,20050314,93.32000
80599,20050315,96.19000
80599,20050316,93.75000
80599,20050317,95.60000
80599,20050318,96.20000
80599,20050321,95.15000
80599,20050322,94.40000
80599,20050323,92.90000
80599,20050324,92.78000
80599,20050328,94.02000
80599,20050329,92.96000
80599,20050330,94.57000
80599,20050331,94.16000
80599,20050401,92.78000
80599,20050404,94.27000
80599,20050405,93.30000
80599,20050406,94.93000
80599,20050407,95.00000
80599,20050408,94.26000
80599,20050411,95.31000
80599,20050412,95.59000
80599,20050413,94.10000
80599,20050414,92.82000
80599,20050415,90.73000
80599,20050418,91.72000
80599,20050419,92.11000
80599,20050420,89.17000
80599,20050421,90.90000
80599,20050422,90.47000
80599,20050425,93.00000
80599,20050426,92.11000
80599,20050427,93.36000
80599,20050428,91.63000
80599,20050429,91.72000
80599,20050502,88.45000
80599,20050503,87.90000
80599,20050504,90.50000
80599,20050505,91.10000
80599,20050506,90.24000
80599,20050509,91.92000
80599,20050510,88.83000
80599,20050511,89.00000
80599,20050512,87.85000
80599,20050513,87.55000
80599,20050516,89.73000
80599,20050517,90.21000
80599,20050518,91.98000
80599,20050519,92.19000
80599,20050520,92.55000
80599,20050523,93.14000
80599,20050524,92.27000
80599,20050525,91.05000
80599,20050526,91.25000
80599,20050527,91.66000
80599,20050531,92.20000
80599,20050601,92.64000
80599,20050602,93.11000
80599,20050603,92.90000
80599,20050606,93.56000
80599,20050607,94.50000
80599,20050608,94.75000
80599,20050609,95.21000
80599,20050610,94.10000
80599,20050613,93.05000
80599,20050614,96.05000
80599,20050615,95.44000
80599,20050616,95.71000
80599,20050617,97.00000
80599,20050620,96.59000
80599,20050621,97.69000
80599,20050622,98.92000
80599,20050623,98.21000
80599,20050624,98.13000
80599,20050627,98.02000
80599,20050628,98.65000
80599,20050629,99.14000
80599,20050630,99.28000
80599,20050701,99.05000
80599,20050705,99.09000
80599,20050706,98.93000
80599,20050707,99.84000
80599,20050708,100.72000
80599,20050711,102.15000
80599,20050712,103.70000
80599,20050713,104.49000
80599,20050714,104.73000
80599,20050715,105.04000
80599,20050718,105.05000
80599,20050719,106.75000
80599,20050720,107.10000
80599,20050721,105.13000
80599,20050722,107.00000
80599,20050725,106.03000
80599,20050726,105.94000
80599,20050727,106.37000
80599,20050728,106.92000
80599,20050729,105.13000
80599,20050801,105.53000
80599,20050802,106.60000
80599,20050803,106.65000
80599,20050804,105.16000
80599,20050805,103.39000
80599,20050808,102.56000
80599,20050809,103.96000
80599,20050810,104.83000
80599,20050811,106.37000
80599,20050812,104.76000
80599,20050815,105.14000
80599,20050816,103.03000
80599,20050817,104.70000
80599,20050818,104.89000
80599,20050819,105.11000
80599,20050822,106.05000
80599,20050823,106.10000
80599,20050824,103.76000
80599,20050825,104.27000
80599,20050826,104.29000
80599,20050829,104.63000
80599,20050830,104.72000
80599,20050831,105.66000
80599,20050901,107.60000
80599,20050902,108.13000
80599,20050906,109.48000
80599,20050907,110.39000
80599,20050908,110.60000
80599,20050909,110.97000
80599,20050912,112.33000
80599,20050913,112.28000
80599,20050914,112.41000
80599,20050915,111.62000
80599,20050916,113.21000
80599,20050919,114.30000
80599,20050920,114.04000
80599,20050921,112.50000
80599,20050922,113.89000
80599,20050923,114.05000
80599,20050926,114.92000
80599,20050927,116.00000
80599,20050928,116.94000
80599,20050929,116.93000
80599,20050930,116.48000
80599,20051003,117.73000
80599,20051004,114.73000
80599,20051005,113.80000
80599,20051006,113.20000
80599,20051007,111.83000
80599,20051010,111.79000
80599,20051011,109.80000
80599,20051012,107.44000
80599,20051013,106.18000
80599,20051014,108.31000
80599,20051017,110.45000
80599,20051018,109.99000
80599,20051019,114.65000
80599,20051020,113.32000
80599,20051021,113.51000
80599,20051024,116.98000
80599,20051025,116.32000
80599,20051026,116.35000
80599,20051027,114.80000
80599,20051028,118.05000
80599,20051031,119.67000
80599,20051101,120.71000
80599,20051102,122.55000
80599,20051103,123.09000
80599,20051104,123.76000
80599,20051107,123.32000
80599,20051108,123.27000
80599,20051109,123.16000
80599,20051110,125.00000
80599,20051111,125.62000
80599,20051114,125.75000
80599,20051115,123.74000
80599,20051116,124.14000
80599,20051117,126.11000
80599,20051118,127.00000
80599,20051121,129.55000
80599,20051122,130.00000
80599,20051123,132.17000
80599,20051125,132.83000
80599,20051128,128.58000
80599,20051129,127.61000
80599,20051130,126.00000
80599,20051201,126.49000
80599,20051202,127.26000
80599,20051205,128.77000
80599,20051206,127.25000
80599,20051207,126.14000
80599,20051208,126.84000
80599,20051209,127.65000
80599,20051212,128.17000
80599,20051213,128.50000
80599,20051214,129.05000
80599,20051215,129.67999
80599,20051216,128.99001
80599,20051219,127.06000
80599,20051220,128.55000
80599,20051221,128.14000
80599,20051222,128.62000
80599,20051223,128.64000
80599,20051227,128.34000
80599,20051228,127.72000
80599,20051229,127.96000
80599,20051230,128.17000
80599,20060103,129.88000
80599,20060104,128.14000
80599,20060105,128.64999
80599,20060106,130.24001
80599,20060109,131.39000
80599,20060110,131.67999
80599,20060111,134.64999
80599,20060112,135.83000
80599,20060113,135.64999
80599,20060117,134.81000
80599,20060118,133.37000
80599,20060119,137.49001
80599,20060120,134.78999
80599,20060123,136.55000
80599,20060124,135.82001
80599,20060125,134.95000
80599,20060126,139.10001
80599,20060127,138.75999
80599,20060130,139.77000
80599,20060131,140.45000
80599,20060201,139.47000
80599,20060202,139.56000
80599,20060203,138.72000
80599,20060206,140.00000
80599,20060207,137.82001
80599,20060208,138.45000
80599,20060209,138.21001
80599,20060210,137.50000
80599,20060213,137.81000
80599,20060214,141.92999
80599,20060215,145.39999
80599,20060216,147.33000
80599,20060217,147.08000
80599,20060221,145.50000
80599,20060222,148.72000
80599,20060223,147.00000
80599,20060224,148.50999
80599,20060227,147.62000
80599,20060228,145.95000
80599,20060301,146.44000
80599,20060302,145.81000
80599,20060303,147.71001
80599,20060306,146.12000
80599,20060307,144.39999
80599,20060308,142.02000
80599,20060309,141.45000
80599,20060310,142.14000
80599,20060313,142.22000
80599,20060314,145.30000
80599,20060315,144.14999
80599,20060316,142.42999
80599,20060317,142.80000
80599,20060320,145.25999
80599,20060321,141.99001
80599,20060322,144.61000
80599,20060323,143.80000
80599,20060324,144.91000
80599,20060327,146.70000
80599,20060328,142.33000
80599,20060329,143.92000
80599,20060330,143.53999
80599,20060331,144.53000
80599,20060403,144.82001
80599,20060404,147.13000
80599,20060405,148.46001
80599,20060406,151.00000
80599,20060407,148.64999
80599,20060410,150.30000
80599,20060411,148.00000
80599,20060412,148.98000
80599,20060413,150.23000
80599,20060417,151.56000
80599,20060418,154.95000
80599,20060419,155.32001
80599,20060420,155.25999
80599,20060421,155.09000
80599,20060424,154.00000
80599,20060425,150.95000
80599,20060426,153.19000
80599,20060427,156.00999
80599,20060428,151.14999
80599,20060501,71.75000
80599,20060502,72.83000
80599,20060503,71.71000
80599,20060504,71.55000
80599,20060505,74.97000
80599,20060508,73.98000
80599,20060509,74.45000
80599,20060510,74.25000
80599,20060511,71.77000
80599,20060512,69.54000
80599,20060515,68.28000
80599,20060516,68.35000
80599,20060517,66.66000
80599,20060518,66.21000
80599,20060519,67.48000
80599,20060522,66.02000
80599,20060523,64.96000
80599,20060524,64.33000
80599,20060525,65.43000
80599,20060526,67.06000
80599,20060530,65.12000
80599,20060531,66.61000
80599,20060601,67.52000
80599,20060602,67.53000
80599,20060605,65.51000
80599,20060606,65.04000
80599,20060607,65.46000
80599,20060608,65.70000
80599,20060609,65.61000
80599,20060612,62.01000
80599,20060613,59.42000
80599,20060614,60.91000
80599,20060615,63.72000
80599,20060616,63.35000
80599,20060619,62.18000
80599,20060620,62.37000
80599,20060621,63.58000
80599,20060622,63.25000
80599,20060623,62.71000
80599,20060626,63.09000
80599,20060627,61.36000
80599,20060628,61.81000
80599,20060629,64.58000
80599,20060630,65.15000
80599,20060703,66.92000
80599,20060705,65.45000
80599,20060706,65.77000
80599,20060707,64.42000
80599,20060710,64.50000
80599,20060711,64.81000
80599,20060712,63.25000
80599,20060713,61.26000
80599,20060714,60.53000
80599,20060717,60.24000
80599,20060718,59.97000
80599,20060719,63.15000
80599,20060720,62.13000
80599,20060721,60.41000
80599,20060724,62.95000
80599,20060725,63.35000
80599,20060726,62.44000
80599,20060727,62.29000
80599,20060728,65.40000
80599,20060731,64.95000
80599,20060801,64.17000
80599,20060802,64.20000
80599,20060803,66.17000
80599,20060804,67.55000
80599,20060807,66.72000
80599,20060808,66.30000
80599,20060809,64.62000
80599,20060810,65.01000
80599,20060811,64.26000
80599,20060814,63.35000
80599,20060815,65.85000
80599,20060816,67.30000
80599,20060817,67.10000
80599,20060818,66.95000
80599,20060821,65.92000
80599,20060822,65.61000
80599,20060823,65.60000
80599,20060824,64.85000
80599,20060825,64.13000
80599,20060828,64.42000
80599,20060829,62.48000
80599,20060830,63.10000
80599,20060831,63.81000
80599,20060901,63.55000
80599,20060905,66.25000
80599,20060906,65.98000
80599,20060907,65.42000
80599,20060908,66.13000
80599,20060911,65.30000
80599,20060912,68.02000
80599,20060913,70.06000
80599,20060914,72.04000
80599,20060915,71.61000
80599,20060918,71.09000
80599,20060919,70.68000
80599,20060920,71.79000
80599,20060921,71.17000
80599,20060922,70.87000
80599,20060925,72.88000
80599,20060926,74.55000
80599,20060927,73.37000
80599,20060928,73.35000
80599,20060929,73.86000
80599,20061002,74.48000
80599,20061003,75.54000
80599,20061004,76.00000
80599,20061005,75.79000
80599,20061006,74.66000
80599,20061009,74.80000
80599,20061010,75.55000
80599,20061011,74.89000
80599,20061012,76.66000
80599,20061013,77.73000
80599,20061016,78.55000
80599,20061017,77.48000
80599,20061018,78.09000
