"PERMNO","date","ticker","PRC"
10107,20070328,"MSFT",27.64
10107,20070329,"MSFT",27.75
10107,20070330,"MSFT",27.87
10107,20070402,"MSFT",27.74
10107,20070403,"MSFT",27.87
10107,20070404,"MSFT",28.5
10107,20070405,"MSFT",28.55
10107,20070409,"MSFT",28.57
10107,20070410,"MSFT",28.4
10107,20070411,"MSFT",28.11
10107,20070412,"MSFT",28.54
10107,20070413,"MSFT",28.61
10107,20070416,"MSFT",28.73
10107,20070417,"MSFT",28.85
10107,20070418,"MSFT",28.6
10107,20070419,"MSFT",28.69
10107,20070420,"MSFT",29.02
10107,20070423,"MSFT",28.78
10107,20070424,"MSFT",28.79
10107,20070425,"MSFT",28.99
10107,20070426,"MSFT",29.1
10107,20070427,"MSFT",30.12
10107,20070430,"MSFT",29.94
10107,20070501,"MSFT",30.4
10107,20070502,"MSFT",30.61
10107,20070503,"MSFT",30.97
10107,20070504,"MSFT",30.56
10107,20070507,"MSFT",30.71
10107,20070508,"MSFT",30.75
10107,20070509,"MSFT",30.7799
10107,20070510,"MSFT",30.58
10107,20070511,"MSFT",30.89
10107,20070514,"MSFT",30.97
10107,20070515,"MSFT",30.9
10107,20070516,"MSFT",31.07
10107,20070517,"MSFT",30.98
10107,20070518,"MSFT",30.83
10107,20070521,"MSFT",31.05
10107,20070522,"MSFT",30.69
10107,20070523,"MSFT",30.58
10107,20070524,"MSFT",30.17
10107,20070525,"MSFT",30.48
10107,20070529,"MSFT",30.79
10107,20070530,"MSFT",31.11
10107,20070531,"MSFT",30.6901
10107,20070601,"MSFT",30.59
10107,20070604,"MSFT",30.715
10107,20070605,"MSFT",30.58
10107,20070606,"MSFT",30.29
10107,20070607,"MSFT",29.62
10107,20070608,"MSFT",30.05
10107,20070611,"MSFT",30.02
10107,20070612,"MSFT",29.85
10107,20070613,"MSFT",30.39
10107,20070614,"MSFT",30.52
10107,20070615,"MSFT",30.49
10107,20070618,"MSFT",30.51
10107,20070619,"MSFT",30.46
10107,20070620,"MSFT",30.01
10107,20070621,"MSFT",30.22
10107,20070622,"MSFT",29.49
10107,20070625,"MSFT",29.49
10107,20070626,"MSFT",29.52
10107,20070627,"MSFT",29.87
10107,20070628,"MSFT",29.83
10107,20070629,"MSFT",29.47
10107,20070702,"MSFT",29.74
10107,20070703,"MSFT",30.02
10107,20070705,"MSFT",29.99
10107,20070706,"MSFT",29.97
10107,20070709,"MSFT",29.87
10107,20070710,"MSFT",29.33
10107,20070711,"MSFT",29.49
10107,20070712,"MSFT",30.07
10107,20070713,"MSFT",29.82
10107,20070716,"MSFT",30.03
10107,20070717,"MSFT",30.7799
10107,20070718,"MSFT",30.92
10107,20070719,"MSFT",31.51
10107,20070720,"MSFT",31.16
10107,20070723,"MSFT",31.19
10107,20070724,"MSFT",30.8
10107,20070725,"MSFT",30.71
10107,20070726,"MSFT",29.98
10107,20070727,"MSFT",29.3901
10107,20070730,"MSFT",29.4
10107,20070731,"MSFT",28.99
10107,20070801,"MSFT",29.3
10107,20070802,"MSFT",29.52
10107,20070803,"MSFT",28.9601
10107,20070806,"MSFT",29.54
10107,20070807,"MSFT",29.55
10107,20070808,"MSFT",30
10107,20070809,"MSFT",29.3
10107,20070810,"MSFT",28.71
10107,20070813,"MSFT",28.63
10107,20070814,"MSFT",28.27
10107,20070815,"MSFT",28.1
10107,20070816,"MSFT",27.81
10107,20070817,"MSFT",28.25
10107,20070820,"MSFT",28.26
10107,20070821,"MSFT",28.07
10107,20070822,"MSFT",28.22
10107,20070823,"MSFT",28.3
10107,20070824,"MSFT",28.81
10107,20070827,"MSFT",28.49
10107,20070828,"MSFT",27.93
10107,20070829,"MSFT",28.59
10107,20070830,"MSFT",28.45
10107,20070831,"MSFT",28.73
10107,20070904,"MSFT",28.81
10107,20070905,"MSFT",28.48
10107,20070906,"MSFT",28.91
10107,20070907,"MSFT",28.44
10107,20070910,"MSFT",28.48
10107,20070911,"MSFT",28.93
10107,20070912,"MSFT",28.93
10107,20070913,"MSFT",29.16
10107,20070914,"MSFT",29.04
10107,20070917,"MSFT",28.725
10107,20070918,"MSFT",28.93
10107,20070919,"MSFT",28.67
10107,20070920,"MSFT",28.4201
10107,20070921,"MSFT",28.6499
10107,20070924,"MSFT",29.08
10107,20070925,"MSFT",29.5599
10107,20070926,"MSFT",29.5
10107,20070927,"MSFT",29.49
10107,20070928,"MSFT",29.46
10107,20071001,"MSFT",29.7701
10107,20071002,"MSFT",29.7
10107,20071003,"MSFT",29.4525
10107,20071004,"MSFT",29.71
10107,20071005,"MSFT",29.84
10107,20071008,"MSFT",29.84
10107,20071009,"MSFT",30.0999
10107,20071010,"MSFT",30.23
10107,20071011,"MSFT",29.91
10107,20071012,"MSFT",30.17
10107,20071015,"MSFT",30.04
10107,20071016,"MSFT",30.32
10107,20071017,"MSFT",31.08
10107,20071018,"MSFT",31.16
10107,20071019,"MSFT",30.17
10107,20071022,"MSFT",30.51
10107,20071023,"MSFT",30.9
10107,20071024,"MSFT",31.25
10107,20071025,"MSFT",31.99
10107,20071026,"MSFT",35.03
10107,20071029,"MSFT",34.57
10107,20071030,"MSFT",35.57
10107,20071031,"MSFT",36.81
10107,20071101,"MSFT",37.06
10107,20071102,"MSFT",37.06
10107,20071105,"MSFT",36.73
10107,20071106,"MSFT",36.41
10107,20071107,"MSFT",35.52
10107,20071108,"MSFT",34.74
10107,20071109,"MSFT",33.73
10107,20071112,"MSFT",33.38
10107,20071113,"MSFT",34.46
10107,20071114,"MSFT",33.93
10107,20071115,"MSFT",33.76
10107,20071116,"MSFT",34.09
10107,20071119,"MSFT",33.96
10107,20071120,"MSFT",34.58
10107,20071121,"MSFT",34.23
10107,20071123,"MSFT",34.11
10107,20071126,"MSFT",32.97
10107,20071127,"MSFT",33.06
10107,20071128,"MSFT",33.7
10107,20071129,"MSFT",33.59
10107,20071130,"MSFT",33.6
10107,20071203,"MSFT",32.92
10107,20071204,"MSFT",32.77
10107,20071205,"MSFT",34.15
10107,20071206,"MSFT",34.55
10107,20071207,"MSFT",34.53
10107,20071210,"MSFT",34.76
10107,20071211,"MSFT",34.1
10107,20071212,"MSFT",34.47
10107,20071213,"MSFT",35.22
10107,20071214,"MSFT",35.31
10107,20071217,"MSFT",34.39
10107,20071218,"MSFT",34.74
10107,20071219,"MSFT",34.79
10107,20071220,"MSFT",35.52
10107,20071221,"MSFT",36.06
10107,20071224,"MSFT",36.58
10107,20071226,"MSFT",36.61
10107,20071227,"MSFT",35.97
10107,20071228,"MSFT",36.12
10107,20071231,"MSFT",35.6
10107,20080102,"MSFT",35.22
10107,20080103,"MSFT",35.37
10107,20080104,"MSFT",34.38
10107,20080107,"MSFT",34.61
10107,20080108,"MSFT",33.45
10107,20080109,"MSFT",34.44
10107,20080110,"MSFT",34.33
10107,20080111,"MSFT",33.91
10107,20080114,"MSFT",34.39
10107,20080115,"MSFT",34
10107,20080116,"MSFT",33.23
10107,20080117,"MSFT",33.11
10107,20080118,"MSFT",33.01
10107,20080122,"MSFT",31.99
10107,20080123,"MSFT",31.93
10107,20080124,"MSFT",33.25
10107,20080125,"MSFT",32.94
10107,20080128,"MSFT",32.72
10107,20080129,"MSFT",32.6
10107,20080130,"MSFT",32.2
10107,20080131,"MSFT",32.6
10107,20080201,"MSFT",30.4498
10107,20080204,"MSFT",30.19
10107,20080205,"MSFT",29.07
10107,20080206,"MSFT",28.52
10107,20080207,"MSFT",28.12
10107,20080208,"MSFT",28.56
10107,20080211,"MSFT",28.21
10107,20080212,"MSFT",28.34
10107,20080213,"MSFT",28.96
10107,20080214,"MSFT",28.5
10107,20080215,"MSFT",28.42
10107,20080219,"MSFT",28.17
10107,20080220,"MSFT",28.22
10107,20080221,"MSFT",28.1
10107,20080222,"MSFT",27.68
10107,20080225,"MSFT",27.84
10107,20080226,"MSFT",28.38
10107,20080227,"MSFT",28.26
10107,20080228,"MSFT",27.93
10107,20080229,"MSFT",27.1999
10107,20080303,"MSFT",26.99
10107,20080304,"MSFT",27.59
10107,20080305,"MSFT",28.1199
10107,20080306,"MSFT",27.57
10107,20080307,"MSFT",27.87
10107,20080310,"MSFT",28.05
10107,20080311,"MSFT",29.28
10107,20080312,"MSFT",28.63
10107,20080313,"MSFT",28.62
10107,20080314,"MSFT",27.96
10107,20080317,"MSFT",28.3
10107,20080318,"MSFT",29.42
10107,20080319,"MSFT",28.62
10107,20080320,"MSFT",29.18
10107,20080324,"MSFT",29.17
10107,20080325,"MSFT",29.14
10107,20080326,"MSFT",28.56
10107,20080327,"MSFT",28.05
10107,20080328,"MSFT",27.91
10107,20080331,"MSFT",28.38
10107,20080401,"MSFT",29.4999
10107,20080402,"MSFT",29.16
10107,20080403,"MSFT",29
10107,20080404,"MSFT",29.16
10107,20080407,"MSFT",29.16
10107,20080408,"MSFT",28.75
10107,20080409,"MSFT",28.89
10107,20080410,"MSFT",29.11
10107,20080411,"MSFT",28.28
10107,20080414,"MSFT",28.06
10107,20080415,"MSFT",28.25
10107,20080416,"MSFT",28.95
10107,20080417,"MSFT",29.22
10107,20080418,"MSFT",30
10107,20080421,"MSFT",30.42
10107,20080422,"MSFT",30.25
10107,20080423,"MSFT",31.45
10107,20080424,"MSFT",31.8
10107,20080425,"MSFT",29.83
10107,20080428,"MSFT",28.99
10107,20080429,"MSFT",28.64
10107,20080430,"MSFT",28.52
10107,20080501,"MSFT",29.4
10107,20080502,"MSFT",29.24
10107,20080505,"MSFT",29.08
10107,20080506,"MSFT",29.7
10107,20080507,"MSFT",29.21
10107,20080508,"MSFT",29.27
10107,20080509,"MSFT",29.39
10107,20080512,"MSFT",29.99
10107,20080513,"MSFT",29.78
10107,20080514,"MSFT",29.93
10107,20080515,"MSFT",30.4501
10107,20080516,"MSFT",29.99
10107,20080519,"MSFT",29.46
10107,20080520,"MSFT",28.76
10107,20080521,"MSFT",28.25
10107,20080522,"MSFT",28.47
10107,20080523,"MSFT",28.05
10107,20080527,"MSFT",28.44
10107,20080528,"MSFT",28.18
10107,20080529,"MSFT",28.31
10107,20080530,"MSFT",28.32
10107,20080602,"MSFT",27.8
10107,20080603,"MSFT",27.31
10107,20080604,"MSFT",27.54
10107,20080605,"MSFT",28.3
10107,20080606,"MSFT",27.49
10107,20080609,"MSFT",27.71
10107,20080610,"MSFT",27.89
10107,20080611,"MSFT",27.12
10107,20080612,"MSFT",28.24
10107,20080613,"MSFT",29.07
10107,20080616,"MSFT",28.93
10107,20080617,"MSFT",28.8
10107,20080618,"MSFT",28.46
10107,20080619,"MSFT",28.93
10107,20080620,"MSFT",28.23
10107,20080623,"MSFT",27.97
10107,20080624,"MSFT",27.73
10107,20080625,"MSFT",28.35
10107,20080626,"MSFT",27.75
10107,20080627,"MSFT",27.63
10107,20080630,"MSFT",27.51
10107,20080701,"MSFT",26.87
10107,20080702,"MSFT",25.88
10107,20080703,"MSFT",25.98
10107,20080707,"MSFT",26.03
10107,20080708,"MSFT",25.85
10107,20080709,"MSFT",25.23
10107,20080710,"MSFT",25.45
10107,20080711,"MSFT",25.25
10107,20080714,"MSFT",25.15
10107,20080715,"MSFT",26.15
10107,20080716,"MSFT",27.26
10107,20080717,"MSFT",27.52
10107,20080718,"MSFT",25.86
10107,20080721,"MSFT",25.64
10107,20080722,"MSFT",25.8
10107,20080723,"MSFT",26.43
10107,20080724,"MSFT",25.44
10107,20080725,"MSFT",26.16
10107,20080728,"MSFT",25.5
10107,20080729,"MSFT",26.11
10107,20080730,"MSFT",26.23
10107,20080731,"MSFT",25.72
10107,20080801,"MSFT",25.44
10107,20080804,"MSFT",25.28
10107,20080805,"MSFT",26.21
10107,20080806,"MSFT",27.02
10107,20080807,"MSFT",27.39
10107,20080808,"MSFT",28.13
10107,20080811,"MSFT",27.9
10107,20080812,"MSFT",28.12
10107,20080813,"MSFT",27.91
10107,20080814,"MSFT",27.91
10107,20080815,"MSFT",27.81
10107,20080818,"MSFT",27.69
10107,20080819,"MSFT",27.32
10107,20080820,"MSFT",27.29
10107,20080821,"MSFT",27.18
10107,20080822,"MSFT",27.84
10107,20080825,"MSFT",27.66
10107,20080826,"MSFT",27.27
10107,20080827,"MSFT",27.56
10107,20080828,"MSFT",27.94
10107,20080829,"MSFT",27.29
10107,20080902,"MSFT",27.1
10107,20080903,"MSFT",26.9
10107,20080904,"MSFT",26.35
10107,20080905,"MSFT",25.65
10107,20080908,"MSFT",26.12
10107,20080909,"MSFT",26.1
10107,20080910,"MSFT",26.44
10107,20080911,"MSFT",27.34
10107,20080912,"MSFT",27.62
10107,20080915,"MSFT",26.82
10107,20080916,"MSFT",25.99
10107,20080917,"MSFT",24.57
10107,20080918,"MSFT",25.26
10107,20080919,"MSFT",25.16
10107,20080922,"MSFT",25.4
10107,20080923,"MSFT",25.44
10107,20080924,"MSFT",25.72
10107,20080925,"MSFT",26.61
10107,20080926,"MSFT",27.4
10107,20080929,"MSFT",25.01
10107,20080930,"MSFT",26.69
10107,20081001,"MSFT",26.48
10107,20081002,"MSFT",26.25
10107,20081003,"MSFT",26.32
10107,20081006,"MSFT",24.91
10107,20081007,"MSFT",23.23
10107,20081008,"MSFT",23.01
10107,20081009,"MSFT",22.3
10107,20081010,"MSFT",21.5
10107,20081013,"MSFT",25.5
10107,20081014,"MSFT",24.1
10107,20081015,"MSFT",22.66
10107,20081016,"MSFT",24.19
10107,20081017,"MSFT",23.93
10107,20081020,"MSFT",24.72
10107,20081021,"MSFT",23.36
10107,20081022,"MSFT",21.53
10107,20081023,"MSFT",22.32
10107,20081024,"MSFT",21.96
10107,20081027,"MSFT",21.18
10107,20081028,"MSFT",23.1
10107,20081029,"MSFT",23
10107,20081030,"MSFT",22.63
10107,20081031,"MSFT",22.33
10107,20081103,"MSFT",22.62
10107,20081104,"MSFT",23.53
10107,20081105,"MSFT",22.08
10107,20081106,"MSFT",20.88
10107,20081107,"MSFT",21.5
10107,20081110,"MSFT",21.3
10107,20081111,"MSFT",21.2
10107,20081112,"MSFT",20.3
10107,20081113,"MSFT",21.25
10107,20081114,"MSFT",20.06
10107,20081117,"MSFT",19.32
10107,20081118,"MSFT",19.62
10107,20081119,"MSFT",18.29
10107,20081120,"MSFT",17.53
10107,20081121,"MSFT",19.68
10107,20081124,"MSFT",20.69
10107,20081125,"MSFT",19.99
10107,20081126,"MSFT",20.49
10107,20081128,"MSFT",20.22
10107,20081201,"MSFT",18.61
10107,20081202,"MSFT",19.15
10107,20081203,"MSFT",19.87
10107,20081204,"MSFT",19.11
10107,20081205,"MSFT",19.87
10107,20081208,"MSFT",21.01
10107,20081209,"MSFT",20.6
10107,20081210,"MSFT",20.61
10107,20081211,"MSFT",19.45
10107,20081212,"MSFT",19.36
10107,20081215,"MSFT",19.04
10107,20081216,"MSFT",20.11
10107,20081217,"MSFT",19.66
10107,20081218,"MSFT",19.3
10107,20081219,"MSFT",19.12
10107,20081222,"MSFT",19.18
10107,20081223,"MSFT",19.28
10107,20081224,"MSFT",19.17
10107,20081226,"MSFT",19.13
10107,20081229,"MSFT",18.96
10107,20081230,"MSFT",19.34
10107,20081231,"MSFT",19.44
10107,20090102,"MSFT",20.33
10107,20090105,"MSFT",20.52
10107,20090106,"MSFT",20.76
10107,20090107,"MSFT",19.51
10107,20090108,"MSFT",20.12
10107,20090109,"MSFT",19.52
10107,20090112,"MSFT",19.47
10107,20090113,"MSFT",19.82
10107,20090114,"MSFT",19.09
10107,20090115,"MSFT",19.24
10107,20090116,"MSFT",19.71
10107,20090120,"MSFT",18.48
10107,20090121,"MSFT",19.38
10107,20090122,"MSFT",17.11
10107,20090123,"MSFT",17.2
10107,20090126,"MSFT",17.63
10107,20090127,"MSFT",17.66
10107,20090128,"MSFT",18.04
10107,20090129,"MSFT",17.59
10107,20090130,"MSFT",17.1
10107,20090202,"MSFT",17.83
10107,20090203,"MSFT",18.5
10107,20090204,"MSFT",18.63
10107,20090205,"MSFT",19.04
10107,20090206,"MSFT",19.66
10107,20090209,"MSFT",19.44
10107,20090210,"MSFT",18.8
10107,20090211,"MSFT",19.21
10107,20090212,"MSFT",19.26
10107,20090213,"MSFT",19.09
10107,20090217,"MSFT",18.09
10107,20090218,"MSFT",18.12
10107,20090219,"MSFT",17.91
10107,20090220,"MSFT",18
10107,20090223,"MSFT",17.21
10107,20090224,"MSFT",17.17
10107,20090225,"MSFT",16.96
10107,20090226,"MSFT",16.42
10107,20090227,"MSFT",16.15
10107,20090302,"MSFT",15.79
10107,20090303,"MSFT",15.88
10107,20090304,"MSFT",16.12
10107,20090305,"MSFT",15.27
10107,20090306,"MSFT",15.28
10107,20090309,"MSFT",15.15
10107,20090310,"MSFT",16.48
10107,20090311,"MSFT",17.11
10107,20090312,"MSFT",17.01
10107,20090313,"MSFT",16.65
10107,20090316,"MSFT",16.25
10107,20090317,"MSFT",16.9
10107,20090318,"MSFT",16.96
10107,20090319,"MSFT",17.14
10107,20090320,"MSFT",17.06
10107,20090323,"MSFT",18.33
10107,20090324,"MSFT",17.93
10107,20090325,"MSFT",17.88
10107,20090326,"MSFT",18.83
10107,20090327,"MSFT",18.13
10107,20090330,"MSFT",17.48
10107,20090331,"MSFT",18.37
10107,20090401,"MSFT",19.31
10107,20090402,"MSFT",19.29
10107,20090403,"MSFT",18.75
10107,20090406,"MSFT",18.76
10107,20090407,"MSFT",18.76
10107,20090408,"MSFT",19.19
10107,20090409,"MSFT",19.67
10107,20090413,"MSFT",19.59
10107,20090414,"MSFT",19.35
10107,20090415,"MSFT",18.83
10107,20090416,"MSFT",19.76
10107,20090417,"MSFT",19.2
10107,20090420,"MSFT",18.61
10107,20090421,"MSFT",18.97
10107,20090422,"MSFT",18.78
10107,20090423,"MSFT",18.92
10107,20090424,"MSFT",20.91
10107,20090427,"MSFT",20.4
10107,20090428,"MSFT",19.93
10107,20090429,"MSFT",20.25
10107,20090430,"MSFT",20.26
10107,20090501,"MSFT",20.24
10107,20090504,"MSFT",20.19
10107,20090505,"MSFT",19.79
10107,20090506,"MSFT",19.79
10107,20090507,"MSFT",19.32
10107,20090508,"MSFT",19.42
10107,20090511,"MSFT",19.32
10107,20090512,"MSFT",19.89
10107,20090513,"MSFT",19.75
10107,20090514,"MSFT",20.06
10107,20090515,"MSFT",20.22
10107,20090518,"MSFT",20.6
10107,20090519,"MSFT",20.31
10107,20090520,"MSFT",20.38
10107,20090521,"MSFT",19.82
10107,20090522,"MSFT",19.75
10107,20090526,"MSFT",20.34
10107,20090527,"MSFT",20.13
10107,20090528,"MSFT",20.45
10107,20090529,"MSFT",20.89
10107,20090601,"MSFT",21.4
10107,20090602,"MSFT",21.4
10107,20090603,"MSFT",21.73
10107,20090604,"MSFT",21.83
10107,20090605,"MSFT",22.14
10107,20090608,"MSFT",22.05
10107,20090609,"MSFT",22.08
10107,20090610,"MSFT",22.55
10107,20090611,"MSFT",22.83
10107,20090612,"MSFT",23.33
10107,20090615,"MSFT",23.42
10107,20090616,"MSFT",23.45
10107,20090617,"MSFT",23.68
10107,20090618,"MSFT",23.5
10107,20090619,"MSFT",24.07
10107,20090622,"MSFT",23.28
10107,20090623,"MSFT",23.34
10107,20090624,"MSFT",23.47
10107,20090625,"MSFT",23.79
10107,20090626,"MSFT",23.35
10107,20090629,"MSFT",23.86
10107,20090630,"MSFT",23.77
10107,20090701,"MSFT",24.04
10107,20090702,"MSFT",23.37
10107,20090706,"MSFT",23.2
10107,20090707,"MSFT",22.53
10107,20090708,"MSFT",22.56
10107,20090709,"MSFT",22.44
10107,20090710,"MSFT",22.39
10107,20090713,"MSFT",23.23
10107,20090714,"MSFT",23.11
10107,20090715,"MSFT",24.12
10107,20090716,"MSFT",24.44
10107,20090717,"MSFT",24.29
10107,20090720,"MSFT",24.53
10107,20090721,"MSFT",24.83
10107,20090722,"MSFT",24.8
10107,20090723,"MSFT",25.56
10107,20090724,"MSFT",23.45
10107,20090727,"MSFT",23.11
10107,20090728,"MSFT",23.47
10107,20090729,"MSFT",23.8
10107,20090730,"MSFT",23.81
10107,20090731,"MSFT",23.52
10107,20090803,"MSFT",23.83
10107,20090804,"MSFT",23.77
10107,20090805,"MSFT",23.81
10107,20090806,"MSFT",23.46
10107,20090807,"MSFT",23.56
10107,20090810,"MSFT",23.42
10107,20090811,"MSFT",23.13
10107,20090812,"MSFT",23.53
10107,20090813,"MSFT",23.62
10107,20090814,"MSFT",23.692
10107,20090817,"MSFT",23.25
10107,20090818,"MSFT",23.58
10107,20090819,"MSFT",23.65
10107,20090820,"MSFT",23.67
10107,20090821,"MSFT",24.41
10107,20090824,"MSFT",24.64
10107,20090825,"MSFT",24.64
10107,20090826,"MSFT",24.55
10107,20090827,"MSFT",24.69
10107,20090828,"MSFT",24.68
10107,20090831,"MSFT",24.65
10107,20090901,"MSFT",24
10107,20090902,"MSFT",23.86
10107,20090903,"MSFT",24.11
10107,20090904,"MSFT",24.62
10107,20090908,"MSFT",24.82
10107,20090909,"MSFT",24.78
10107,20090910,"MSFT",25
10107,20090911,"MSFT",24.86
10107,20090914,"MSFT",25
10107,20090915,"MSFT",25.2
10107,20090916,"MSFT",25.2
10107,20090917,"MSFT",25.3
10107,20090918,"MSFT",25.26
10107,20090921,"MSFT",25.3
10107,20090922,"MSFT",25.77
10107,20090923,"MSFT",25.71
10107,20090924,"MSFT",25.94
10107,20090925,"MSFT",25.55
10107,20090928,"MSFT",25.83
10107,20090929,"MSFT",25.75
10107,20090930,"MSFT",25.72
10107,20091001,"MSFT",24.88
10107,20091002,"MSFT",24.96
10107,20091005,"MSFT",24.64
10107,20091006,"MSFT",25.11
10107,20091007,"MSFT",25.1
10107,20091008,"MSFT",25.67
10107,20091009,"MSFT",25.55
10107,20091012,"MSFT",25.72
10107,20091013,"MSFT",25.81
10107,20091014,"MSFT",25.96
10107,20091015,"MSFT",26.71
10107,20091016,"MSFT",26.5
10107,20091019,"MSFT",26.36
10107,20091020,"MSFT",26.37
10107,20091021,"MSFT",26.58
10107,20091022,"MSFT",26.59
10107,20091023,"MSFT",28.02
10107,20091026,"MSFT",28.68
10107,20091027,"MSFT",28.59
10107,20091028,"MSFT",28.02
10107,20091029,"MSFT",28.22
10107,20091030,"MSFT",27.73
10107,20091102,"MSFT",27.88
10107,20091103,"MSFT",27.53
10107,20091104,"MSFT",28.06
10107,20091105,"MSFT",28.47
10107,20091106,"MSFT",28.52
10107,20091109,"MSFT",28.99
10107,20091110,"MSFT",29.01
10107,20091111,"MSFT",29.12
10107,20091112,"MSFT",29.36
10107,20091113,"MSFT",29.63
10107,20091116,"MSFT",29.54
10107,20091117,"MSFT",30
10107,20091118,"MSFT",30.11
10107,20091119,"MSFT",29.78
10107,20091120,"MSFT",29.62
10107,20091123,"MSFT",29.94
10107,20091124,"MSFT",29.91
10107,20091125,"MSFT",29.79
10107,20091127,"MSFT",29.22
10107,20091130,"MSFT",29.41
10107,20091201,"MSFT",30.01
10107,20091202,"MSFT",29.78
10107,20091203,"MSFT",29.83
10107,20091204,"MSFT",29.98
10107,20091207,"MSFT",29.79
10107,20091208,"MSFT",29.57
10107,20091209,"MSFT",29.71
10107,20091210,"MSFT",29.87
10107,20091211,"MSFT",29.85
10107,20091214,"MSFT",30.11
10107,20091215,"MSFT",30.02
10107,20091216,"MSFT",30.1
10107,20091217,"MSFT",29.6
10107,20091218,"MSFT",30.36
10107,20091221,"MSFT",30.52
10107,20091222,"MSFT",30.82
10107,20091223,"MSFT",30.92
10107,20091224,"MSFT",31
10107,20091228,"MSFT",31.17
10107,20091229,"MSFT",31.39
10107,20091230,"MSFT",30.96
10107,20091231,"MSFT",30.48
10107,20100104,"MSFT",30.95
10107,20100105,"MSFT",30.96
10107,20100106,"MSFT",30.77
10107,20100107,"MSFT",30.452
10107,20100108,"MSFT",30.66
10107,20100111,"MSFT",30.27
10107,20100112,"MSFT",30.07
10107,20100113,"MSFT",30.35
10107,20100114,"MSFT",30.96
10107,20100115,"MSFT",30.86
10107,20100119,"MSFT",31.1
10107,20100120,"MSFT",30.585
10107,20100121,"MSFT",30.01
10107,20100122,"MSFT",28.96
10107,20100125,"MSFT",29.32
10107,20100126,"MSFT",29.5
10107,20100127,"MSFT",29.67
10107,20100128,"MSFT",29.16
10107,20100129,"MSFT",28.18
10107,20100201,"MSFT",28.41
10107,20100202,"MSFT",28.46
10107,20100203,"MSFT",28.63
10107,20100204,"MSFT",27.84
10107,20100205,"MSFT",28.02
10107,20100208,"MSFT",27.72
10107,20100209,"MSFT",28.01
10107,20100210,"MSFT",27.99
10107,20100211,"MSFT",28.12
10107,20100212,"MSFT",27.93
10107,20100216,"MSFT",28.35
10107,20100217,"MSFT",28.59
10107,20100218,"MSFT",28.969
10107,20100219,"MSFT",28.77
10107,20100222,"MSFT",28.73
10107,20100223,"MSFT",28.33
10107,20100224,"MSFT",28.63
10107,20100225,"MSFT",28.6
10107,20100226,"MSFT",28.67
10107,20100301,"MSFT",29.02
10107,20100302,"MSFT",28.46
10107,20100303,"MSFT",28.46
10107,20100304,"MSFT",28.63
10107,20100305,"MSFT",28.5875
10107,20100308,"MSFT",28.63
10107,20100309,"MSFT",28.8
10107,20100310,"MSFT",28.97
10107,20100311,"MSFT",29.18
10107,20100312,"MSFT",29.27
10107,20100315,"MSFT",29.29
10107,20100316,"MSFT",29.37
10107,20100317,"MSFT",29.63
10107,20100318,"MSFT",29.61
10107,20100319,"MSFT",29.59
10107,20100322,"MSFT",29.6
10107,20100323,"MSFT",29.88
10107,20100324,"MSFT",29.65
10107,20100325,"MSFT",30.01
10107,20100326,"MSFT",29.66
10107,20100329,"MSFT",29.59
10107,20100330,"MSFT",29.77
10107,20100331,"MSFT",29.2875
10107,20100401,"MSFT",29.16
10107,20100405,"MSFT",29.27
10107,20100406,"MSFT",29.32
10107,20100407,"MSFT",29.35
